match_id,world_cup_year,host_country,date,stage,round_raw,group,team1,team2,halftime_score_team1,halftime_score_team2,fulltime_score_team1,fulltime_score_team2,extra_time_score_team1,extra_time_score_team2,penalty_score_team1,penalty_score_team2,winner,result_method,stadium,city,total_goals_team1,total_goals_team2
1011,2026,"Canada, Mexico, United States",21 June 2026,Group Stage,Matchday 11,Group H,Wales,Cape Verde,2,1,2,2,,,,,Draw,Draw,Hard Rock Stadium,Miami Gardens,2,2
1012,2026,"Canada, Mexico, United States",26 June 2026,Group Stage,Matchday 16,Group H,Wales,Saudi Arabia,0,0,0,0,,,,,Draw,Draw,NRG Stadium,Houston,0,0
1013,2026,"Canada, Mexico, United States",26 June 2026,Group Stage,Matchday 16,Group H,West Germany,Spain,0,1,0,1,,,,,Spain,Normal Time,Estadio Guadalajara,Zapopan,0,1
1014,2026,"Canada, Mexico, United States",16 June 2026,Group Stage,Matchday 6,Group I,West Germany,Senegal,0,0,3,1,,,,,France,Normal Time,MetLife Stadium,East Rutherford,3,1
1015,2026,"Canada, Mexico, United States",16 June 2026,Group Stage,Matchday 6,Group I,West Germany,Norway,1,2,1,4,,,,,Norway,Normal Time,Gillette Stadium,Foxborough,1,4
1016,2026,"Canada, Mexico, United States",22 June 2026,Group Stage,Matchday 12,Group I,West Germany,Iraq,1,0,3,0,,,,,France,Normal Time,Lincoln Financial Field,Philadelphia,3,0
1017,2026,"Canada, Mexico, United States",22 June 2026,Group Stage,Matchday 12,Group I,West Germany,Senegal,1,0,3,2,,,,,Norway,Normal Time,MetLife Stadium,East Rutherford,3,2
1018,2026,"Canada, Mexico, United States",26 June 2026,Group Stage,Matchday 16,Group I,West Germany,France,1,3,1,4,,,,,France,Normal Time,Gillette Stadium,Foxborough,1,4
1019,2026,"Canada, Mexico, United States",26 June 2026,Group Stage,Matchday 16,Group I,West Germany,Iraq,1,0,5,0,,,,,Senegal,Normal Time,BMO Field,Toronto,5,0
1020,2026,"Canada, Mexico, United States",16 June 2026,Group Stage,Matchday 6,Group J,West Germany,Algeria,1,0,3,0,,,,,Argentina,Normal Time,Arrowhead Stadium,Kansas City,3,0
1021,2026,"Canada, Mexico, United States",16 June 2026,Group Stage,Matchday 6,Group J,West Germany,Jordan,1,0,3,1,,,,,Austria,Normal Time,Levi's Stadium,Santa Clara,3,1
1022,2026,"Canada, Mexico, United States",22 June 2026,Group Stage,Matchday 12,Group J,West Germany,Austria,1,0,2,0,,,,,Argentina,Normal Time,AT&T Stadium,Arlington,2,0
1023,2026,"Canada, Mexico, United States",22 June 2026,Group Stage,Matchday 12,Group J,West Germany,Algeria,1,0,1,2,,,,,Algeria,Normal Time,Levi's Stadium,Santa Clara,1,2
1024,2026,"Canada, Mexico, United States",27 June 2026,Group Stage,Matchday 17,Group J,West Germany,Austria,1,1,3,3,,,,,Draw,Draw,Arrowhead Stadium,Kansas City,3,3
1025,2026,"Canada, Mexico, United States",27 June 2026,Group Stage,Matchday 17,Group J,West Germany,Argentina,0,2,1,3,,,,,Argentina,Normal Time,AT&T Stadium,Arlington,1,3
1026,2026,"Canada, Mexico, United States",17 June 2026,Group Stage,Matchday 7,Group K,West Germany,DR Congo,1,1,1,1,,,,,Draw,Draw,NRG Stadium,Houston,1,1
1027,2026,"Canada, Mexico, United States",17 June 2026,Group Stage,Matchday 7,Group K,West Germany,Colombia,0,1,1,3,,,,,Colombia,Normal Time,Estadio Azteca,Mexico City,1,3
1028,2026,"Canada, Mexico, United States",23 June 2026,Group Stage,Matchday 13,Group K,West Germany,Uzbekistan,3,0,5,0,,,,,Portugal,Normal Time,NRG Stadium,Houston,5,0
1029,2026,"Canada, Mexico, United States",23 June 2026,Group Stage,Matchday 13,Group K,West Germany,DR Congo,0,0,1,0,,,,,Colombia,Normal Time,Estadio Guadalajara,Zapopan,1,0
1030,2026,"Canada, Mexico, United States",27 June 2026,Group Stage,Matchday 17,Group K,West Germany,Portugal,0,0,0,0,,,,,Draw,Draw,Hard Rock Stadium,Miami Gardens,0,0
1031,2026,"Canada, Mexico, United States",27 June 2026,Group Stage,Matchday 17,Group K,West Germany,Uzbekistan,0,1,3,1,,,,,DR Congo,Normal Time,Mercedes-Benz Stadium,Atlanta,3,1
1032,2026,"Canada, Mexico, United States",17 June 2026,Group Stage,Matchday 7,Group L,West Germany,Croatia,2,2,4,2,,,,,England,Normal Time,AT&T Stadium,Arlington,4,2
1033,2026,"Canada, Mexico, United States",17 June 2026,Group Stage,Matchday 7,Group L,West Germany,Panama,0,0,1,0,,,,,Ghana,Normal Time,BMO Field,Toronto,1,0
1034,2026,"Canada, Mexico, United States",23 June 2026,Group Stage,Matchday 13,Group L,West Germany,Ghana,0,0,0,0,,,,,Draw,Draw,Gillette Stadium,Foxborough,0,0
1035,2026,"Canada, Mexico, United States",23 June 2026,Group Stage,Matchday 13,Group L,West Germany,Croatia,0,0,0,1,,,,,Croatia,Normal Time,BMO Field,Toronto,0,1
1036,2026,"Canada, Mexico, United States",27 June 2026,Group Stage,Matchday 17,Group L,West Germany,England,0,0,0,2,,,,,England,Normal Time,MetLife Stadium,East Rutherford,0,2
1037,2026,"Canada, Mexico, United States",27 June 2026,Group Stage,Matchday 17,Group L,West Germany,Ghana,1,0,2,1,,,,,Croatia,Normal Time,Lincoln Financial Field,Philadelphia,2,1
1038,2026,"Canada, Mexico, United States",28 June 2026,Round of 32,Round of 32,,West Germany,Canada,0,0,0,1,,,,,Canada,Normal Time,SoFi Stadium,Inglewood,0,1
1039,2026,"Canada, Mexico, United States",29 June 2026,Round of 32,Round of 32,,West Germany,Paraguay,0,1,1,1,1,1,3,4,Paraguay,Penalties,Gillette Stadium,Foxborough,1,1
1040,2026,"Canada, Mexico, United States",29 June 2026,Round of 32,Round of 32,,West Germany,Morocco,0,0,1,1,1,1,2,3,Morocco,Penalties,Estadio Monterrey,Guadalupe,1,1
1041,2026,"Canada, Mexico, United States",29 June 2026,Round of 32,Round of 32,,West Germany,Japan,0,1,2,1,,,,,Brazil,Normal Time,NRG Stadium,Houston,2,1
1042,2026,"Canada, Mexico, United States",30 June 2026,Round of 32,Round of 32,,West Germany,Sweden,1,0,3,0,,,,,France,Normal Time,MetLife Stadium,East Rutherford,3,0
1043,2026,"Canada, Mexico, United States",30 June 2026,Round of 32,Round of 32,,West Germany,Norway,0,1,1,2,,,,,Norway,Normal Time,AT&T Stadium,Arlington,1,2
1044,2026,"Canada, Mexico, United States",30 June 2026,Round of 32,Round of 32,,West Germany,Ecuador,1,0,2,0,,,,,Mexico,Normal Time,Estadio Azteca,Mexico City,2,0
1045,2026,"Canada, Mexico, United States",01 July 2026,Round of 32,Round of 32,,West Germany,DR Congo,0,1,2,1,,,,,England,Normal Time,Mercedes-Benz Stadium,Atlanta,2,1
1046,2026,"Canada, Mexico, United States",01 July 2026,Round of 32,Round of 32,,West Germany,Bosnia & Herzegovina,1,0,2,0,,,,,USA,Normal Time,Levi's Stadium,Santa Clara,2,0
1047,2026,"Canada, Mexico, United States",01 July 2026,Round of 32,Round of 32,,West Germany,Senegal,0,1,2,2,3,2,,,Belgium,Extra Time,Lumen Field,Seattle,3,2
1048,2026,"Canada, Mexico, United States",02 July 2026,Round of 32,Round of 32,,West Germany,Croatia,0,0,2,1,,,,,Portugal,Normal Time,BMO Field,Toronto,2,1
1049,2026,"Canada, Mexico, United States",02 July 2026,Round of 32,Round of 32,,West Germany,Austria,1,0,3,0,,,,,Spain,Normal Time,SoFi Stadium,Inglewood,3,0
1050,2026,"Canada, Mexico, United States",02 July 2026,Round of 32,Round of 32,,Yugoslavia,Algeria,1,0,2,0,,,,,Switzerland,Normal Time,BC Place,Vancouver,2,0
1051,2026,"Canada, Mexico, United States",03 July 2026,Round of 32,Round of 32,,Yugoslavia,Cape Verde,1,0,1,1,3,2,,,Argentina,Extra Time,Hard Rock Stadium,Miami Gardens,3,2
1052,2026,"Canada, Mexico, United States",03 July 2026,Round of 32,Round of 32,,Yugoslavia,Ghana,1,0,1,0,,,,,Colombia,Normal Time,Arrowhead Stadium,Kansas City,1,0
1053,2026,"Canada, Mexico, United States",03 July 2026,Round of 32,Round of 32,,Yugoslavia,Egypt,0,1,1,1,1,1,2,4,Egypt,Penalties,AT&T Stadium,Arlington,1,1
1054,2026,"Canada, Mexico, United States",04 July 2026,Round of 16,Round of 16,,Yugoslavia,France,0,0,0,1,,,,,France,Normal Time,Lincoln Financial Field,Philadelphia,0,1
1055,2026,"Canada, Mexico, United States",04 July 2026,Round of 16,Round of 16,,Yugoslavia,Morocco,0,0,0,3,,,,,Morocco,Normal Time,NRG Stadium,Houston,0,3
1056,2026,"Canada, Mexico, United States",05 July 2026,Round of 16,Round of 16,,Yugoslavia,Norway,0,0,1,2,,,,,Norway,Normal Time,MetLife Stadium,East Rutherford,1,2
1057,2026,"Canada, Mexico, United States",05 July 2026,Round of 16,Round of 16,,Yugoslavia,England,1,2,2,3,,,,,England,Normal Time,Estadio Azteca,Mexico City,2,3
1058,2026,"Canada, Mexico, United States",06 July 2026,Round of 16,Round of 16,,Yugoslavia,Spain,0,0,0,1,,,,,Spain,Normal Time,AT&T Stadium,Arlington,0,1
1059,2026,"Canada, Mexico, United States",06 July 2026,Round of 16,Round of 16,,Yugoslavia,Belgium,1,2,1,4,,,,,Belgium,Normal Time,Lumen Field,Seattle,1,4
1060,2026,"Canada, Mexico, United States",07 July 2026,Round of 16,Round of 16,,Yugoslavia,Egypt,0,1,3,2,,,,,Argentina,Normal Time,Mercedes-Benz Stadium,Atlanta,3,2
1061,2026,"Canada, Mexico, United States",07 July 2026,Round of 16,Round of 16,,Yugoslavia,Colombia,0,0,0,0,0,0,4,3,Switzerland,Penalties,BC Place,Vancouver,0,0
1062,2026,"Canada, Mexico, United States",09 July 2026,Quarter-final,Quarter-finals,,Yugoslavia,Morocco,0,0,2,0,,,,,France,Normal Time,Gillette Stadium,Foxborough,2,0
1063,2026,"Canada, Mexico, United States",10 July 2026,Quarter-final,Quarter-finals,,Yugoslavia,Belgium,1,1,2,1,,,,,Spain,Normal Time,SoFi Stadium,Inglewood,2,1
1064,2026,"Canada, Mexico, United States",11 July 2026,Quarter-final,Quarter-finals,,Yugoslavia,England,1,1,1,1,1,2,,,England,Extra Time,Hard Rock Stadium,Miami Gardens,1,2
1065,2026,"Canada, Mexico, United States",11 July 2026,Quarter-final,Quarter-finals,,Yugoslavia,Switzerland,1,0,1,1,3,1,,,Argentina,Extra Time,Arrowhead Stadium,Kansas City,3,1
1066,2026,"Canada, Mexico, United States",14 July 2026,Semi-final,Semi-finals,,Yugoslavia,Spain,0,1,0,2,,,,,Spain,Normal Time,AT&T Stadium,Arlington,0,2
1067,2026,"Canada, Mexico, United States",15 July 2026,Semi-final,Semi-finals,,Yugoslavia,Argentina,0,0,1,2,,,,,Argentina,Normal Time,Mercedes-Benz Stadium,Atlanta,1,2
1068,2026,"Canada, Mexico, United States",18 July 2026,Third Place Play-off,Match for third place,,Zaire,England,0,4,4,6,,,,,England,Normal Time,Hard Rock Stadium,Miami Gardens,4,6
1069,2026,"Canada, Mexico, United States",19 July 2026,Final,Final,,Zaire,Argentina,0,0,0,0,1,0,,,Spain,Extra Time,MetLife Stadium,East Rutherford,1,0
